ap,signal,sequence,x,y,z
C,25.0,32.0,6.0,41.0,1.0
C,25.0,33.0,6.0,41.0,1.0
A,19.0,58.0,6.0,41.0,1.0
A,20.0,59.0,6.0,41.0,1.0
A,21.0,60.0,6.0,41.0,1.0
A,19.0,61.0,6.0,41.0,1.0
A,18.0,62.0,6.0,41.0,1.0
A,20.0,63.0,6.0,41.0,1.0
A,21.0,64.0,6.0,41.0,1.0
A,19.0,65.0,6.0,41.0,1.0
A,18.0,66.0,6.0,41.0,1.0
A,21.0,67.0,6.0,41.0,1.0
A,20.0,68.0,6.0,41.0,1.0
A,19.0,69.0,6.0,41.0,1.0
A,19.0,70.0,6.0,41.0,1.0
A,21.0,71.0,6.0,41.0,1.0
A,20.0,72.0,6.0,41.0,1.0
A,18.0,73.0,6.0,41.0,1.0
A,17.0,74.0,6.0,41.0,1.0
A,21.0,75.0,6.0,41.0,1.0
A,20.0,76.0,6.0,41.0,1.0
C,24.0,34.0,6.0,41.0,1.0
C,25.0,35.0,6.0,41.0,1.0
C,24.0,36.0,6.0,41.0,1.0
C,25.0,37.0,6.0,41.0,1.0
C,24.0,38.0,6.0,41.0,1.0
C,24.0,39.0,6.0,41.0,1.0
C,25.0,40.0,6.0,41.0,1.0
C,24.0,41.0,6.0,41.0,1.0
C,25.0,42.0,6.0,41.0,1.0
A,20.0,77.0,6.0,41.0,1.0
A,17.0,78.0,6.0,41.0,1.0
A,18.0,79.0,6.0,41.0,1.0
A,20.0,80.0,6.0,41.0,1.0
A,21.0,81.0,6.0,41.0,1.0
A,19.0,82.0,6.0,41.0,1.0
A,18.0,83.0,6.0,41.0,1.0
A,20.0,84.0,6.0,41.0,1.0
A,20.0,85.0,6.0,41.0,1.0
A,18.0,86.0,6.0,41.0,1.0
A,17.0,87.0,6.0,41.0,1.0
A,19.0,88.0,6.0,41.0,1.0
A,21.0,89.0,6.0,41.0,1.0
A,18.0,90.0,6.0,41.0,1.0
A,19.0,91.0,6.0,41.0,1.0
A,20.0,92.0,6.0,41.0,1.0
A,19.0,93.0,6.0,41.0,1.0
A,17.0,94.0,6.0,41.0,1.0
A,19.0,95.0,6.0,41.0,1.0
C,28.0,43.0,6.0,41.0,1.0
C,25.0,44.0,6.0,41.0,1.0
C,28.0,45.0,6.0,41.0,1.0
C,26.0,46.0,6.0,41.0,1.0
C,25.0,47.0,6.0,41.0,1.0
C,26.0,48.0,6.0,41.0,1.0
C,26.0,49.0,6.0,41.0,1.0
C,27.0,50.0,6.0,41.0,1.0
C,23.0,51.0,6.0,41.0,1.0
A,19.0,96.0,6.0,41.0,1.0
A,21.0,97.0,6.0,41.0,1.0
A,21.0,98.0,6.0,41.0,1.0
A,18.0,99.0,6.0,41.0,1.0
A,19.0,100.0,6.0,41.0,1.0
A,21.0,101.0,6.0,41.0,1.0
A,21.0,102.0,6.0,41.0,1.0
A,19.0,103.0,6.0,41.0,1.0
A,19.0,104.0,6.0,41.0,1.0
A,21.0,105.0,6.0,41.0,1.0
A,22.0,106.0,6.0,41.0,1.0
A,20.0,107.0,6.0,41.0,1.0
A,19.0,108.0,6.0,41.0,1.0
A,21.0,109.0,6.0,41.0,1.0
A,20.0,110.0,6.0,41.0,1.0
A,19.0,111.0,6.0,41.0,1.0
A,19.0,112.0,6.0,41.0,1.0
A,21.0,113.0,6.0,41.0,1.0
A,21.0,114.0,6.0,41.0,1.0
C,24.0,52.0,6.0,41.0,1.0
C,26.0,53.0,6.0,41.0,1.0
C,26.0,54.0,6.0,41.0,1.0
C,26.0,55.0,6.0,41.0,1.0
C,26.0,56.0,6.0,41.0,1.0
C,27.0,57.0,6.0,41.0,1.0
C,26.0,58.0,6.0,41.0,1.0
C,25.0,59.0,6.0,41.0,1.0
C,24.0,60.0,6.0,41.0,1.0
A,20.0,115.0,6.0,41.0,1.0
A,18.0,116.0,6.0,41.0,1.0
A,21.0,117.0,6.0,41.0,1.0
A,20.0,118.0,6.0,41.0,1.0
A,20.0,119.0,6.0,41.0,1.0
A,19.0,120.0,6.0,41.0,1.0
A,18.0,121.0,6.0,41.0,1.0
A,22.0,122.0,6.0,41.0,1.0
A,20.0,123.0,6.0,41.0,1.0
A,19.0,124.0,6.0,41.0,1.0
A,18.0,125.0,6.0,41.0,1.0
A,21.0,126.0,6.0,41.0,1.0
A,21.0,127.0,6.0,41.0,1.0
A,19.0,128.0,6.0,41.0,1.0
A,20.0,129.0,6.0,41.0,1.0
A,20.0,130.0,6.0,41.0,1.0
A,20.0,131.0,6.0,41.0,1.0
A,19.0,132.0,6.0,41.0,1.0
A,18.0,133.0,6.0,41.0,1.0
A,20.0,134.0,6.0,41.0,1.0
C,25.0,61.0,6.0,41.0,1.0
C,24.0,62.0,6.0,41.0,1.0
C,25.0,63.0,6.0,41.0,1.0
C,25.0,64.0,6.0,41.0,1.0
C,25.0,65.0,6.0,41.0,1.0
C,24.0,66.0,6.0,41.0,1.0
C,24.0,67.0,6.0,41.0,1.0
C,25.0,68.0,6.0,41.0,1.0
C,25.0,69.0,6.0,41.0,1.0
C,24.0,70.0,6.0,41.0,1.0
A,19.0,135.0,6.0,41.0,1.0
A,21.0,136.0,6.0,41.0,1.0
A,21.0,137.0,6.0,41.0,1.0
A,19.0,138.0,6.0,41.0,1.0
A,20.0,139.0,6.0,41.0,1.0
A,21.0,140.0,6.0,41.0,1.0
A,20.0,141.0,6.0,41.0,1.0
A,19.0,142.0,6.0,41.0,1.0
A,19.0,143.0,6.0,41.0,1.0
A,20.0,144.0,6.0,41.0,1.0
A,21.0,145.0,6.0,41.0,1.0
A,18.0,146.0,6.0,41.0,1.0
A,18.0,147.0,6.0,41.0,1.0
A,19.0,148.0,6.0,41.0,1.0
A,20.0,149.0,6.0,41.0,1.0
A,19.0,150.0,6.0,41.0,1.0
A,18.0,151.0,6.0,41.0,1.0
A,21.0,152.0,6.0,41.0,1.0
A,21.0,153.0,6.0,41.0,1.0
A,17.0,154.0,6.0,41.0,1.0
C,25.0,71.0,6.0,41.0,1.0
C,28.0,72.0,6.0,41.0,1.0
C,28.0,73.0,6.0,41.0,1.0
C,28.0,74.0,6.0,41.0,1.0
C,29.0,75.0,6.0,41.0,1.0
C,25.0,76.0,6.0,41.0,1.0
C,25.0,77.0,6.0,41.0,1.0
C,25.0,78.0,6.0,41.0,1.0
C,25.0,79.0,6.0,41.0,1.0
C,25.0,80.0,6.0,41.0,1.0
C,24.0,81.0,6.0,41.0,1.0
C,24.0,82.0,6.0,41.0,1.0
C,25.0,83.0,6.0,41.0,1.0
C,27.0,84.0,6.0,41.0,1.0
C,25.0,85.0,6.0,41.0,1.0
C,25.0,86.0,6.0,41.0,1.0
C,24.0,87.0,6.0,41.0,1.0
A,21.0,155.0,6.0,41.0,1.0
A,20.0,156.0,6.0,41.0,1.0
A,19.0,157.0,6.0,41.0,1.0
A,21.0,158.0,6.0,41.0,1.0
A,20.0,159.0,6.0,41.0,1.0
A,20.0,160.0,6.0,41.0,1.0
A,19.0,161.0,6.0,41.0,1.0
A,20.0,162.0,6.0,41.0,1.0
A,21.0,163.0,6.0,41.0,1.0
A,20.0,164.0,6.0,41.0,1.0
A,19.0,165.0,6.0,41.0,1.0
A,20.0,166.0,6.0,41.0,1.0
A,20.0,167.0,6.0,41.0,1.0
A,19.0,168.0,6.0,41.0,1.0
A,19.0,169.0,6.0,41.0,1.0
A,21.0,170.0,6.0,41.0,1.0
A,21.0,171.0,6.0,41.0,1.0
A,19.0,172.0,6.0,41.0,1.0
A,19.0,173.0,6.0,41.0,1.0
A,20.0,174.0,6.0,41.0,1.0
C,24.0,88.0,6.0,41.0,1.0
C,24.0,89.0,6.0,41.0,1.0
C,25.0,90.0,6.0,41.0,1.0
C,24.0,91.0,6.0,41.0,1.0
C,24.0,92.0,6.0,41.0,1.0
C,24.0,93.0,6.0,41.0,1.0
C,24.0,94.0,6.0,41.0,1.0
C,27.0,95.0,6.0,41.0,1.0
C,24.0,96.0,6.0,41.0,1.0
C,24.0,97.0,6.0,41.0,1.0
C,25.0,98.0,6.0,41.0,1.0
A,21.0,175.0,6.0,41.0,1.0
A,22.0,176.0,6.0,41.0,1.0
A,19.0,177.0,6.0,41.0,1.0
A,19.0,178.0,6.0,41.0,1.0
A,20.0,179.0,6.0,41.0,1.0
A,21.0,180.0,6.0,41.0,1.0
A,19.0,181.0,6.0,41.0,1.0
A,20.0,182.0,6.0,41.0,1.0
A,21.0,183.0,6.0,41.0,1.0
A,21.0,184.0,6.0,41.0,1.0
A,18.0,185.0,6.0,41.0,1.0
A,18.0,186.0,6.0,41.0,1.0
A,21.0,187.0,6.0,41.0,1.0
A,20.0,188.0,6.0,41.0,1.0
A,19.0,189.0,6.0,41.0,1.0
A,18.0,190.0,6.0,41.0,1.0
A,21.0,191.0,6.0,41.0,1.0
A,20.0,192.0,6.0,41.0,1.0
A,18.0,193.0,6.0,41.0,1.0
C,26.0,99.0,6.0,41.0,1.0
C,25.0,100.0,6.0,41.0,1.0
C,26.0,101.0,6.0,41.0,1.0
C,28.0,102.0,6.0,41.0,1.0
C,28.0,103.0,6.0,41.0,1.0
C,29.0,104.0,6.0,41.0,1.0
C,26.0,105.0,6.0,41.0,1.0
C,26.0,106.0,6.0,41.0,1.0
C,26.0,107.0,6.0,41.0,1.0
C,26.0,108.0,6.0,41.0,1.0
C,26.0,109.0,6.0,41.0,1.0
C,25.0,110.0,6.0,41.0,1.0
A,19.0,194.0,6.0,41.0,1.0
A,20.0,195.0,6.0,41.0,1.0
A,21.0,196.0,6.0,41.0,1.0
A,21.0,197.0,6.0,41.0,1.0
A,21.0,198.0,6.0,41.0,1.0
A,18.0,199.0,6.0,41.0,1.0
A,21.0,200.0,6.0,41.0,1.0
A,22.0,201.0,6.0,41.0,1.0
A,20.0,202.0,6.0,41.0,1.0
A,21.0,203.0,6.0,41.0,1.0
A,21.0,204.0,6.0,41.0,1.0
A,22.0,205.0,6.0,41.0,1.0
A,20.0,206.0,6.0,41.0,1.0
A,19.0,207.0,6.0,41.0,1.0
A,21.0,208.0,6.0,41.0,1.0
A,21.0,209.0,6.0,41.0,1.0
A,20.0,210.0,6.0,41.0,1.0
A,19.0,211.0,6.0,41.0,1.0
A,21.0,212.0,6.0,41.0,1.0
C,25.0,111.0,6.0,41.0,1.0
C,24.0,112.0,6.0,41.0,1.0
C,25.0,113.0,6.0,41.0,1.0
C,25.0,114.0,6.0,41.0,1.0
C,25.0,115.0,6.0,41.0,1.0
C,26.0,116.0,6.0,41.0,1.0
C,29.0,117.0,6.0,41.0,1.0
C,28.0,118.0,6.0,41.0,1.0
C,27.0,119.0,6.0,41.0,1.0
C,28.0,120.0,6.0,41.0,1.0
C,29.0,121.0,6.0,41.0,1.0
C,27.0,122.0,6.0,41.0,1.0
C,27.0,123.0,6.0,41.0,1.0
C,26.0,124.0,6.0,41.0,1.0
C,25.0,125.0,6.0,41.0,1.0
C,24.0,126.0,6.0,41.0,1.0
C,25.0,127.0,6.0,41.0,1.0
C,25.0,128.0,6.0,41.0,1.0
C,27.0,129.0,6.0,41.0,1.0
C,28.0,130.0,6.0,41.0,1.0
C,24.0,131.0,6.0,41.0,1.0
C,25.0,132.0,6.0,41.0,1.0
C,24.0,133.0,6.0,41.0,1.0
C,24.0,134.0,6.0,41.0,1.0
C,24.0,135.0,6.0,41.0,1.0
C,24.0,136.0,6.0,41.0,1.0
C,24.0,137.0,6.0,41.0,1.0
C,24.0,138.0,6.0,41.0,1.0
A,20.0,213.0,6.0,41.0,1.0
A,19.0,214.0,6.0,41.0,1.0
A,18.0,215.0,6.0,41.0,1.0
A,19.0,216.0,6.0,41.0,1.0
A,20.0,217.0,6.0,41.0,1.0
A,19.0,218.0,6.0,41.0,1.0
A,18.0,219.0,6.0,41.0,1.0
A,19.0,220.0,6.0,41.0,1.0
A,20.0,221.0,6.0,41.0,1.0
A,20.0,222.0,6.0,41.0,1.0
A,19.0,223.0,6.0,41.0,1.0
A,18.0,224.0,6.0,41.0,1.0
A,20.0,225.0,6.0,41.0,1.0
A,20.0,226.0,6.0,41.0,1.0
A,17.0,227.0,6.0,41.0,1.0
A,18.0,228.0,6.0,41.0,1.0
A,20.0,229.0,6.0,41.0,1.0
A,20.0,230.0,6.0,41.0,1.0
A,18.0,231.0,6.0,41.0,1.0
C,26.0,139.0,6.0,41.0,1.0
C,26.0,140.0,6.0,41.0,1.0
C,26.0,141.0,6.0,41.0,1.0
C,26.0,142.0,6.0,41.0,1.0
C,25.0,143.0,6.0,41.0,1.0
C,26.0,144.0,6.0,41.0,1.0
C,26.0,145.0,6.0,41.0,1.0
C,25.0,146.0,6.0,41.0,1.0
C,25.0,147.0,6.0,41.0,1.0
C,28.0,148.0,6.0,41.0,1.0
A,21.0,232.0,6.0,41.0,1.0
A,19.0,233.0,6.0,41.0,1.0
A,21.0,234.0,6.0,41.0,1.0
A,22.0,235.0,6.0,41.0,1.0
A,19.0,236.0,6.0,41.0,1.0
A,20.0,237.0,6.0,41.0,1.0
A,22.0,238.0,6.0,41.0,1.0
A,22.0,239.0,6.0,41.0,1.0
A,18.0,240.0,6.0,41.0,1.0
A,19.0,241.0,6.0,41.0,1.0
A,22.0,242.0,6.0,41.0,1.0
A,21.0,243.0,6.0,41.0,1.0
A,18.0,244.0,6.0,41.0,1.0
A,18.0,245.0,6.0,41.0,1.0
A,21.0,246.0,6.0,41.0,1.0
A,22.0,247.0,6.0,41.0,1.0
A,19.0,248.0,6.0,41.0,1.0
A,18.0,249.0,6.0,41.0,1.0
A,21.0,250.0,6.0,41.0,1.0
C,31.0,0.0,7.0,41.0,1.0
C,32.0,1.0,7.0,41.0,1.0
C,34.0,2.0,7.0,41.0,1.0
C,33.0,3.0,7.0,41.0,1.0
C,34.0,4.0,7.0,41.0,1.0
A,21.0,0.0,7.0,41.0,1.0
A,22.0,1.0,7.0,41.0,1.0
A,19.0,2.0,7.0,41.0,1.0
A,21.0,3.0,7.0,41.0,1.0
A,19.0,4.0,7.0,41.0,1.0
A,22.0,5.0,7.0,41.0,1.0
A,20.0,6.0,7.0,41.0,1.0
A,20.0,7.0,7.0,41.0,1.0
A,22.0,8.0,7.0,41.0,1.0
A,22.0,9.0,7.0,41.0,1.0
A,20.0,10.0,7.0,41.0,1.0
A,21.0,11.0,7.0,41.0,1.0
A,24.0,12.0,7.0,41.0,1.0
A,23.0,13.0,7.0,41.0,1.0
A,21.0,14.0,7.0,41.0,1.0
A,21.0,15.0,7.0,41.0,1.0
A,25.0,16.0,7.0,41.0,1.0
A,24.0,17.0,7.0,41.0,1.0
A,21.0,18.0,7.0,41.0,1.0
A,21.0,19.0,7.0,41.0,1.0
B,8.0,0.0,7.0,41.0,1.0
B,4.0,1.0,7.0,41.0,1.0
B,5.0,2.0,7.0,41.0,1.0
B,4.0,3.0,7.0,41.0,1.0
B,3.0,4.0,7.0,41.0,1.0
C,31.0,5.0,7.0,41.0,1.0
C,30.0,6.0,7.0,41.0,1.0
C,31.0,7.0,7.0,41.0,1.0
C,31.0,8.0,7.0,41.0,1.0
C,31.0,9.0,7.0,41.0,1.0
C,30.0,10.0,7.0,41.0,1.0
C,30.0,11.0,7.0,41.0,1.0
C,30.0,12.0,7.0,41.0,1.0
C,30.0,13.0,7.0,41.0,1.0
C,31.0,14.0,7.0,41.0,1.0
A,22.0,20.0,7.0,41.0,1.0
A,22.0,21.0,7.0,41.0,1.0
A,20.0,22.0,7.0,41.0,1.0
A,22.0,23.0,7.0,41.0,1.0
A,21.0,24.0,7.0,41.0,1.0
A,20.0,25.0,7.0,41.0,1.0
A,21.0,26.0,7.0,41.0,1.0
A,20.0,27.0,7.0,41.0,1.0
A,22.0,28.0,7.0,41.0,1.0
A,20.0,29.0,7.0,41.0,1.0
A,22.0,30.0,7.0,41.0,1.0
A,22.0,31.0,7.0,41.0,1.0
A,17.0,32.0,7.0,41.0,1.0
A,19.0,33.0,7.0,41.0,1.0
A,21.0,34.0,7.0,41.0,1.0
A,22.0,35.0,7.0,41.0,1.0
A,18.0,36.0,7.0,41.0,1.0
A,18.0,37.0,7.0,41.0,1.0
A,21.0,38.0,7.0,41.0,1.0
A,23.0,39.0,7.0,41.0,1.0
B,8.0,5.0,7.0,41.0,1.0
B,1.0,6.0,7.0,41.0,1.0
B,4.0,7.0,7.0,41.0,1.0
B,5.0,8.0,7.0,41.0,1.0
B,6.0,9.0,7.0,41.0,1.0
B,3.0,10.0,7.0,41.0,1.0
B,4.0,11.0,7.0,41.0,1.0
B,5.0,12.0,7.0,41.0,1.0
B,6.0,13.0,7.0,41.0,1.0
B,5.0,14.0,7.0,41.0,1.0
C,31.0,15.0,7.0,41.0,1.0
C,32.0,16.0,7.0,41.0,1.0
C,32.0,17.0,7.0,41.0,1.0
C,31.0,18.0,7.0,41.0,1.0
C,31.0,19.0,7.0,41.0,1.0
C,32.0,20.0,7.0,41.0,1.0
C,31.0,21.0,7.0,41.0,1.0
C,31.0,22.0,7.0,41.0,1.0
C,31.0,23.0,7.0,41.0,1.0
C,31.0,24.0,7.0,41.0,1.0
A,25.0,40.0,7.0,41.0,1.0
A,20.0,41.0,7.0,41.0,1.0
A,21.0,42.0,7.0,41.0,1.0
A,25.0,43.0,7.0,41.0,1.0
A,23.0,44.0,7.0,41.0,1.0
A,18.0,45.0,7.0,41.0,1.0
A,20.0,46.0,7.0,41.0,1.0
A,22.0,47.0,7.0,41.0,1.0
A,22.0,48.0,7.0,41.0,1.0
A,20.0,49.0,7.0,41.0,1.0
A,20.0,50.0,7.0,41.0,1.0
A,23.0,51.0,7.0,41.0,1.0
A,22.0,52.0,7.0,41.0,1.0
A,20.0,53.0,7.0,41.0,1.0
A,21.0,54.0,7.0,41.0,1.0
A,23.0,55.0,7.0,41.0,1.0
A,22.0,56.0,7.0,41.0,1.0
A,20.0,57.0,7.0,41.0,1.0
A,19.0,58.0,7.0,41.0,1.0
B,6.0,15.0,7.0,41.0,1.0
B,5.0,16.0,7.0,41.0,1.0
B,3.0,17.0,7.0,41.0,1.0
B,5.0,18.0,7.0,41.0,1.0
B,5.0,19.0,7.0,41.0,1.0
B,6.0,20.0,7.0,41.0,1.0
B,4.0,21.0,7.0,41.0,1.0
B,3.0,22.0,7.0,41.0,1.0
B,1.0,23.0,7.0,41.0,1.0
C,29.0,25.0,7.0,41.0,1.0
C,29.0,26.0,7.0,41.0,1.0
C,31.0,27.0,7.0,41.0,1.0
C,32.0,28.0,7.0,41.0,1.0
C,32.0,29.0,7.0,41.0,1.0
C,31.0,30.0,7.0,41.0,1.0
C,32.0,31.0,7.0,41.0,1.0
C,32.0,32.0,7.0,41.0,1.0
C,33.0,33.0,7.0,41.0,1.0
A,19.0,59.0,7.0,41.0,1.0
A,21.0,60.0,7.0,41.0,1.0
A,20.0,61.0,7.0,41.0,1.0
A,19.0,62.0,7.0,41.0,1.0
A,19.0,63.0,7.0,41.0,1.0
A,20.0,64.0,7.0,41.0,1.0
A,19.0,65.0,7.0,41.0,1.0
A,18.0,66.0,7.0,41.0,1.0
A,21.0,67.0,7.0,41.0,1.0
A,19.0,68.0,7.0,41.0,1.0
A,20.0,69.0,7.0,41.0,1.0
A,19.0,70.0,7.0,41.0,1.0
A,20.0,71.0,7.0,41.0,1.0
A,20.0,72.0,7.0,41.0,1.0
A,19.0,73.0,7.0,41.0,1.0
A,20.0,74.0,7.0,41.0,1.0
A,19.0,75.0,7.0,41.0,1.0
A,21.0,76.0,7.0,41.0,1.0
A,19.0,77.0,7.0,41.0,1.0
B,4.0,24.0,7.0,41.0,1.0
B,4.0,25.0,7.0,41.0,1.0
B,6.0,26.0,7.0,41.0,1.0
B,5.0,27.0,7.0,41.0,1.0
B,4.0,28.0,7.0,41.0,1.0
B,3.0,29.0,7.0,41.0,1.0
B,4.0,30.0,7.0,41.0,1.0
B,5.0,31.0,7.0,41.0,1.0
B,5.0,32.0,7.0,41.0,1.0
B,1.0,33.0,7.0,41.0,1.0
B,4.0,34.0,7.0,41.0,1.0
B,5.0,35.0,7.0,41.0,1.0
B,2.0,36.0,7.0,41.0,1.0
B,5.0,37.0,7.0,41.0,1.0
B,5.0,38.0,7.0,41.0,1.0
B,4.0,39.0,7.0,41.0,1.0
B,4.0,40.0,7.0,41.0,1.0
B,4.0,41.0,7.0,41.0,1.0
B,3.0,42.0,7.0,41.0,1.0
C,32.0,34.0,7.0,41.0,1.0
C,33.0,35.0,7.0,41.0,1.0
C,32.0,36.0,7.0,41.0,1.0
C,32.0,37.0,7.0,41.0,1.0
C,31.0,38.0,7.0,41.0,1.0
C,31.0,39.0,7.0,41.0,1.0
C,31.0,40.0,7.0,41.0,1.0
C,32.0,41.0,7.0,41.0,1.0
C,31.0,42.0,7.0,41.0,1.0
A,19.0,78.0,7.0,41.0,1.0
A,18.0,79.0,7.0,41.0,1.0
A,19.0,80.0,7.0,41.0,1.0
A,20.0,81.0,7.0,41.0,1.0
A,19.0,82.0,7.0,41.0,1.0
A,19.0,83.0,7.0,41.0,1.0
A,17.0,84.0,7.0,41.0,1.0
A,18.0,85.0,7.0,41.0,1.0
A,19.0,86.0,7.0,41.0,1.0
A,18.0,87.0,7.0,41.0,1.0
A,20.0,88.0,7.0,41.0,1.0
A,19.0,89.0,7.0,41.0,1.0
A,19.0,90.0,7.0,41.0,1.0
A,19.0,91.0,7.0,41.0,1.0
A,18.0,92.0,7.0,41.0,1.0
A,19.0,93.0,7.0,41.0,1.0
A,19.0,94.0,7.0,41.0,1.0
A,20.0,95.0,7.0,41.0,1.0
A,19.0,96.0,7.0,41.0,1.0
B,5.0,43.0,7.0,41.0,1.0
B,5.0,44.0,7.0,41.0,1.0
B,4.0,45.0,7.0,41.0,1.0
B,5.0,46.0,7.0,41.0,1.0
B,5.0,47.0,7.0,41.0,1.0
B,4.0,48.0,7.0,41.0,1.0
B,3.0,49.0,7.0,41.0,1.0
B,3.0,50.0,7.0,41.0,1.0
B,6.0,51.0,7.0,41.0,1.0
B,6.0,52.0,7.0,41.0,1.0
B,5.0,53.0,7.0,41.0,1.0
B,3.0,54.0,7.0,41.0,1.0
B,4.0,55.0,7.0,41.0,1.0
B,2.0,56.0,7.0,41.0,1.0
B,3.0,57.0,7.0,41.0,1.0
B,6.0,58.0,7.0,41.0,1.0
B,5.0,59.0,7.0,41.0,1.0
B,4.0,60.0,7.0,41.0,1.0
B,5.0,61.0,7.0,41.0,1.0
B,1.0,62.0,7.0,41.0,1.0
C,30.0,43.0,7.0,41.0,1.0
C,28.0,44.0,7.0,41.0,1.0
C,31.0,45.0,7.0,41.0,1.0
C,30.0,46.0,7.0,41.0,1.0
C,30.0,47.0,7.0,41.0,1.0
C,30.0,48.0,7.0,41.0,1.0
C,31.0,49.0,7.0,41.0,1.0
C,30.0,50.0,7.0,41.0,1.0
C,30.0,51.0,7.0,41.0,1.0
A,21.0,97.0,7.0,41.0,1.0
A,21.0,98.0,7.0,41.0,1.0
A,22.0,99.0,7.0,41.0,1.0
A,21.0,100.0,7.0,41.0,1.0
A,21.0,101.0,7.0,41.0,1.0
A,21.0,102.0,7.0,41.0,1.0
A,20.0,103.0,7.0,41.0,1.0
A,20.0,104.0,7.0,41.0,1.0
A,20.0,105.0,7.0,41.0,1.0
A,20.0,106.0,7.0,41.0,1.0
A,19.0,107.0,7.0,41.0,1.0
A,19.0,108.0,7.0,41.0,1.0
A,19.0,109.0,7.0,41.0,1.0
A,20.0,110.0,7.0,41.0,1.0
A,18.0,111.0,7.0,41.0,1.0
A,19.0,112.0,7.0,41.0,1.0
A,19.0,113.0,7.0,41.0,1.0
A,19.0,114.0,7.0,41.0,1.0
A,19.0,115.0,7.0,41.0,1.0
B,7.0,63.0,7.0,41.0,1.0
B,4.0,64.0,7.0,41.0,1.0
B,8.0,65.0,7.0,41.0,1.0
B,4.0,66.0,7.0,41.0,1.0
B,6.0,67.0,7.0,41.0,1.0
B,8.0,68.0,7.0,41.0,1.0
B,6.0,69.0,7.0,41.0,1.0
B,4.0,70.0,7.0,41.0,1.0
B,5.0,71.0,7.0,41.0,1.0
B,5.0,72.0,7.0,41.0,1.0
B,6.0,73.0,7.0,41.0,1.0
B,6.0,74.0,7.0,41.0,1.0
B,8.0,75.0,7.0,41.0,1.0
B,4.0,76.0,7.0,41.0,1.0
B,5.0,77.0,7.0,41.0,1.0
B,4.0,78.0,7.0,41.0,1.0
C,31.0,52.0,7.0,41.0,1.0
C,31.0,53.0,7.0,41.0,1.0
C,30.0,54.0,7.0,41.0,1.0
C,30.0,55.0,7.0,41.0,1.0
C,31.0,56.0,7.0,41.0,1.0
C,30.0,57.0,7.0,41.0,1.0
C,30.0,58.0,7.0,41.0,1.0
C,31.0,59.0,7.0,41.0,1.0
C,33.0,60.0,7.0,41.0,1.0
A,18.0,116.0,7.0,41.0,1.0
A,19.0,117.0,7.0,41.0,1.0
A,20.0,118.0,7.0,41.0,1.0
A,19.0,119.0,7.0,41.0,1.0
A,19.0,120.0,7.0,41.0,1.0
A,18.0,121.0,7.0,41.0,1.0
A,18.0,122.0,7.0,41.0,1.0
A,20.0,123.0,7.0,41.0,1.0
A,20.0,124.0,7.0,41.0,1.0
A,19.0,125.0,7.0,41.0,1.0
A,19.0,126.0,7.0,41.0,1.0
A,17.0,127.0,7.0,41.0,1.0
A,18.0,128.0,7.0,41.0,1.0
A,18.0,129.0,7.0,41.0,1.0
A,19.0,130.0,7.0,41.0,1.0
A,20.0,131.0,7.0,41.0,1.0
A,18.0,132.0,7.0,41.0,1.0
A,20.0,133.0,7.0,41.0,1.0
A,18.0,134.0,7.0,41.0,1.0
A,20.0,135.0,7.0,41.0,1.0
B,2.0,79.0,7.0,41.0,1.0
B,2.0,80.0,7.0,41.0,1.0
C,31.0,61.0,7.0,41.0,1.0
C,33.0,62.0,7.0,41.0,1.0
C,31.0,63.0,7.0,41.0,1.0
C,32.0,64.0,7.0,41.0,1.0
C,33.0,65.0,7.0,41.0,1.0
C,31.0,66.0,7.0,41.0,1.0
C,30.0,67.0,7.0,41.0,1.0
C,30.0,68.0,7.0,41.0,1.0
C,29.0,69.0,7.0,41.0,1.0
C,32.0,70.0,7.0,41.0,1.0
A,19.0,136.0,7.0,41.0,1.0
A,20.0,137.0,7.0,41.0,1.0
A,20.0,138.0,7.0,41.0,1.0
A,19.0,139.0,7.0,41.0,1.0
A,21.0,140.0,7.0,41.0,1.0
A,20.0,141.0,7.0,41.0,1.0
A,20.0,142.0,7.0,41.0,1.0
A,21.0,143.0,7.0,41.0,1.0
A,21.0,144.0,7.0,41.0,1.0
A,20.0,145.0,7.0,41.0,1.0
A,19.0,146.0,7.0,41.0,1.0
A,20.0,147.0,7.0,41.0,1.0
A,21.0,148.0,7.0,41.0,1.0
A,19.0,149.0,7.0,41.0,1.0
A,21.0,150.0,7.0,41.0,1.0
A,19.0,151.0,7.0,41.0,1.0
A,20.0,152.0,7.0,41.0,1.0
A,20.0,153.0,7.0,41.0,1.0
A,21.0,154.0,7.0,41.0,1.0
A,20.0,155.0,7.0,41.0,1.0
B,3.0,81.0,7.0,41.0,1.0
C,31.0,71.0,7.0,41.0,1.0
C,32.0,72.0,7.0,41.0,1.0
C,31.0,73.0,7.0,41.0,1.0
C,31.0,74.0,7.0,41.0,1.0
C,30.0,75.0,7.0,41.0,1.0
C,31.0,76.0,7.0,41.0,1.0
C,31.0,77.0,7.0,41.0,1.0
C,31.0,78.0,7.0,41.0,1.0
C,31.0,79.0,7.0,41.0,1.0
C,30.0,80.0,7.0,41.0,1.0
C,31.0,81.0,7.0,41.0,1.0
C,30.0,82.0,7.0,41.0,1.0
C,31.0,83.0,7.0,41.0,1.0
C,29.0,84.0,7.0,41.0,1.0
C,29.0,85.0,7.0,41.0,1.0
C,28.0,86.0,7.0,41.0,1.0
